Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
172444,DataTech Solutions,Display,Men 25-34,60 days,YouTube,0.08,"$6,309.00",3.32,Miami,Mandarin,697,7033,6,Health & Wellness,2021-06-13
172515,TechCorp,Influencer,Women 35-44,60 days,YouTube,0.02,"$19,274.00",6.87,Chicago,Mandarin,583,5503,8,Outdoor Adventurers,2021-08-23
172535,TechCorp,Search,Women 35-44,60 days,YouTube,0.01,"$17,451.00",3.29,New York,French,746,9888,8,Foodies,2021-09-12
172544,NexGen Systems,Email,All Ages,45 days,YouTube,0.1,"$13,468.00",2.72,New York,Mandarin,767,5378,8,Tech Enthusiasts,2021-09-21
172609,Alpha Innovations,Email,Women 25-34,60 days,Instagram,0.14,"$9,808.00",5.69,Miami,Mandarin,340,1789,3,Fashionistas,2021-11-25
172611,DataTech Solutions,Influencer,Women 25-34,15 days,YouTube,0.03,"$11,950.00",6.85,New York,English,828,6390,3,Foodies,2021-11-27
172658,Innovate Industries,Social Media,Women 35-44,15 days,Facebook,0.13,"$11,116.00",6.62,Los Angeles,English,660,6309,9,Outdoor Adventurers,2021-01-13
172681,TechCorp,Influencer,Women 35-44,15 days,Instagram,0.05,"$10,853.00",6.73,Los Angeles,German,144,2110,5,Outdoor Adventurers,2021-02-05
172703,TechCorp,Email,Women 35-44,30 days,Email,0.11,"$9,981.00",7.18,Chicago,Mandarin,222,1603,2,Tech Enthusiasts,2021-02-27
172786,Alpha Innovations,Influencer,Women 25-34,30 days,YouTube,0.03,"$5,808.00",3.66,New York,Mandarin,406,6407,5,Fashionistas,2021-05-21
172813,TechCorp,Influencer,Women 35-44,30 days,Website,0.02,"$17,291.00",2.69,Miami,Spanish,370,9739,8,Fashionistas,2021-06-17
172831,Alpha Innovations,Social Media,Men 18-24,45 days,Website,0.08,"$10,116.00",2.56,Houston,English,620,5335,7,Outdoor Adventurers,2021-07-05
172854,Innovate Industries,Influencer,Women 35-44,30 days,Website,0.05,"$19,275.00",7.23,Chicago,Mandarin,398,3132,5,Fashionistas,2021-07-28
172958,DataTech Solutions,Display,Women 25-34,60 days,Website,0.11,"$11,726.00",4.23,Houston,Mandarin,604,5700,2,Health & Wellness,2021-11-09
172969,NexGen Systems,Search,Women 25-34,15 days,Email,0.14,"$15,475.00",3.14,New York,Mandarin,127,2002,9,Health & Wellness,2021-11-20
172988,NexGen Systems,Email,All Ages,45 days,Website,0.09,"$6,650.00",7.01,Los Angeles,Mandarin,379,9326,6,Foodies,2021-12-09
173058,NexGen Systems,Display,All Ages,30 days,Google Ads,0.01,"$15,054.00",2.49,Houston,German,777,8018,7,Outdoor Adventurers,2021-02-17
173141,NexGen Systems,Display,Women 25-34,15 days,Instagram,0.02,"$10,874.00",4.56,New York,Mandarin,857,5932,9,Outdoor Adventurers,2021-05-11
173146,Innovate Industries,Email,Women 25-34,30 days,Google Ads,0.02,"$5,873.00",7.48,Houston,English,237,7025,7,Tech Enthusiasts,2021-05-16
173271,TechCorp,Influencer,Women 35-44,60 days,Instagram,0.02,"$10,423.00",4.06,Chicago,German,586,9156,7,Fashionistas,2021-09-18
173274,TechCorp,Display,Women 25-34,60 days,Website,0.12,"$11,210.00",2.08,Houston,French,147,6560,8,Health & Wellness,2021-09-21
173277,Innovate Industries,Search,All Ages,45 days,Website,0.12,"$17,707.00",3.87,Miami,French,141,8009,2,Tech Enthusiasts,2021-09-24
173309,DataTech Solutions,Email,Men 18-24,30 days,Facebook,0.05,"$14,621.00",7.9,Chicago,Mandarin,503,1460,3,Outdoor Adventurers,2021-10-26
173368,NexGen Systems,Search,Women 35-44,60 days,Google Ads,0.07,"$12,108.00",5.48,New York,German,360,5704,2,Outdoor Adventurers,2021-12-24
173553,DataTech Solutions,Display,Women 25-34,60 days,YouTube,0.08,"$19,455.00",4.56,Miami,English,645,1906,3,Outdoor Adventurers,2021-06-27
173561,NexGen Systems,Influencer,Women 25-34,45 days,Google Ads,0.01,"$14,704.00",7.47,Los Angeles,German,731,2879,1,Outdoor Adventurers,2021-07-05
173668,Innovate Industries,Search,Men 25-34,15 days,Facebook,0.04,"$14,701.00",6.47,New York,English,481,9392,10,Foodies,2021-10-20
173693,NexGen Systems,Search,Men 18-24,60 days,Facebook,0.06,"$14,983.00",5.17,Houston,German,145,4810,10,Health & Wellness,2021-11-14
173717,Innovate Industries,Search,Men 18-24,45 days,Instagram,0.04,"$16,570.00",3.09,Houston,French,262,4003,7,Tech Enthusiasts,2021-12-08
173753,DataTech Solutions,Social Media,Women 25-34,30 days,Website,0.03,"$10,981.00",4.58,Miami,Mandarin,390,6022,9,Outdoor Adventurers,2021-01-13
173771,Innovate Industries,Influencer,Men 25-34,45 days,YouTube,0.08,"$18,009.00",4.46,Chicago,French,689,6592,1,Outdoor Adventurers,2021-01-31
173775,Innovate Industries,Social Media,Women 25-34,30 days,YouTube,0.14,"$15,947.00",6.84,Miami,German,280,4707,8,Outdoor Adventurers,2021-02-04
173846,TechCorp,Social Media,Men 25-34,45 days,Email,0.15,"$5,741.00",4.69,Chicago,German,630,7588,6,Foodies,2021-04-16
173939,TechCorp,Influencer,All Ages,30 days,Facebook,0.13,"$19,277.00",7.53,Houston,Spanish,314,1438,2,Foodies,2021-07-18
173949,Innovate Industries,Search,Men 25-34,15 days,Facebook,0.04,"$9,340.00",2.88,Chicago,French,728,3561,10,Outdoor Adventurers,2021-07-28
173993,Alpha Innovations,Influencer,Women 25-34,30 days,Email,0.08,"$13,409.00",7.44,New York,Mandarin,698,4009,4,Health & Wellness,2021-09-10
174111,NexGen Systems,Social Media,Women 25-34,45 days,Google Ads,0.14,"$10,273.00",3.02,Houston,English,826,5996,5,Health & Wellness,2021-01-06
174161,TechCorp,Display,Women 35-44,15 days,Email,0.12,"$9,081.00",4.22,Houston,Mandarin,897,8926,9,Health & Wellness,2021-02-25
174164,Innovate Industries,Search,Women 35-44,60 days,Google Ads,0.09,"$7,173.00",3.78,Houston,Spanish,730,1559,10,Outdoor Adventurers,2021-02-28
174180,NexGen Systems,Social Media,All Ages,45 days,YouTube,0.07,"$11,939.00",2.01,Chicago,German,131,3407,10,Health & Wellness,2021-03-16
174191,DataTech Solutions,Influencer,Men 25-34,30 days,Facebook,0.1,"$14,444.00",7.29,New York,French,995,5341,3,Outdoor Adventurers,2021-03-27
174223,Innovate Industries,Search,All Ages,60 days,Email,0.11,"$10,549.00",5.94,New York,Mandarin,261,8446,5,Outdoor Adventurers,2021-04-28
174245,DataTech Solutions,Email,Men 18-24,30 days,Facebook,0.09,"$8,312.00",5.81,Chicago,French,973,6481,6,Health & Wellness,2021-05-20
174334,Innovate Industries,Social Media,Men 25-34,15 days,Facebook,0.08,"$8,956.00",2.42,Chicago,English,497,1262,5,Foodies,2021-08-17
174337,TechCorp,Influencer,All Ages,60 days,Facebook,0.11,"$12,504.00",6.98,Miami,French,244,4953,5,Foodies,2021-08-20
174340,Alpha Innovations,Search,Women 25-34,45 days,Email,0.09,"$7,508.00",2.2,Chicago,French,960,9729,5,Tech Enthusiasts,2021-08-23
174445,DataTech Solutions,Social Media,Men 18-24,15 days,YouTube,0.04,"$10,591.00",5.44,Miami,English,146,4999,4,Tech Enthusiasts,2021-12-06
174466,TechCorp,Social Media,Women 35-44,15 days,Instagram,0.03,"$14,270.00",4.35,Los Angeles,Mandarin,599,5619,2,Outdoor Adventurers,2021-12-27
174512,NexGen Systems,Influencer,Women 35-44,45 days,Instagram,0.11,"$11,981.00",2.07,Houston,French,309,5490,10,Foodies,2021-02-11
174578,DataTech Solutions,Email,Men 25-34,15 days,Website,0.08,"$5,610.00",5.67,New York,German,817,1428,6,Foodies,2021-04-18
174630,Innovate Industries,Social Media,Women 25-34,30 days,Email,0.11,"$6,885.00",6.76,Houston,German,912,4603,9,Foodies,2021-06-09
174658,Alpha Innovations,Social Media,Men 25-34,30 days,Instagram,0.13,"$7,217.00",2.43,Chicago,Mandarin,161,1099,3,Fashionistas,2021-07-07
174673,NexGen Systems,Search,Women 35-44,15 days,Email,0.09,"$17,373.00",3.94,Los Angeles,German,457,6047,9,Tech Enthusiasts,2021-07-22
174688,DataTech Solutions,Email,Women 35-44,45 days,Google Ads,0.1,"$11,821.00",7.07,Los Angeles,English,776,1178,10,Fashionistas,2021-08-06
174739,Alpha Innovations,Email,All Ages,30 days,Google Ads,0.1,"$5,850.00",3.72,Los Angeles,French,337,6848,1,Tech Enthusiasts,2021-09-26
174810,DataTech Solutions,Social Media,Women 35-44,45 days,Google Ads,0.13,"$14,117.00",5.93,Miami,English,875,3206,1,Tech Enthusiasts,2021-12-06
174853,DataTech Solutions,Search,Men 25-34,30 days,Email,0.14,"$16,709.00",7.62,New York,English,665,5917,1,Outdoor Adventurers,2021-01-18
174862,TechCorp,Display,Women 35-44,15 days,Email,0.1,"$11,007.00",5.1,Chicago,German,259,6232,8,Foodies,2021-01-27
174889,TechCorp,Influencer,Women 25-34,15 days,Google Ads,0.06,"$18,320.00",4.84,Chicago,Mandarin,404,1206,5,Fashionistas,2021-02-23
174935,NexGen Systems,Email,All Ages,60 days,Email,0.07,"$8,699.00",3.39,Houston,French,365,7188,3,Health & Wellness,2021-04-10
174962,TechCorp,Email,Women 35-44,60 days,Google Ads,0.12,"$10,733.00",5.87,Miami,French,567,4236,4,Fashionistas,2021-05-07
175019,TechCorp,Social Media,Men 18-24,30 days,Website,0.13,"$9,028.00",4.81,Miami,Mandarin,924,7006,9,Health & Wellness,2021-07-03
175061,Innovate Industries,Influencer,All Ages,15 days,YouTube,0.08,"$18,858.00",4.85,Miami,French,119,7538,3,Foodies,2021-08-14
175155,Innovate Industries,Influencer,Women 25-34,60 days,YouTube,0.04,"$9,193.00",7.45,Miami,French,353,7693,3,Foodies,2021-11-16
175195,Innovate Industries,Influencer,Men 18-24,30 days,Facebook,0.06,"$5,576.00",7.63,Houston,English,383,6519,5,Fashionistas,2021-12-26
175223,Alpha Innovations,Social Media,All Ages,30 days,Instagram,0.03,"$10,729.00",2.2,Houston,English,787,1917,10,Fashionistas,2021-01-23
175243,DataTech Solutions,Social Media,Women 35-44,45 days,Website,0.09,"$14,447.00",3.62,Miami,Mandarin,481,3672,8,Health & Wellness,2021-02-12
175292,TechCorp,Influencer,All Ages,45 days,Email,0.13,"$16,972.00",3.95,Houston,Spanish,490,5589,10,Foodies,2021-04-02
175298,NexGen Systems,Influencer,Women 25-34,45 days,YouTube,0.06,"$15,691.00",7.85,Miami,Spanish,358,5080,9,Foodies,2021-04-08
175413,NexGen Systems,Display,Women 35-44,30 days,Instagram,0.02,"$13,878.00",7.98,New York,Mandarin,951,8001,1,Tech Enthusiasts,2021-08-01
175512,Innovate Industries,Display,Men 18-24,15 days,Email,0.12,"$16,232.00",4.96,Chicago,Spanish,811,1713,4,Outdoor Adventurers,2021-11-08
175574,Alpha Innovations,Social Media,Men 25-34,45 days,Facebook,0.05,"$6,733.00",6.57,Chicago,French,650,6889,6,Health & Wellness,2021-01-09
175644,Innovate Industries,Display,All Ages,30 days,Google Ads,0.15,"$14,572.00",2.08,Houston,German,425,3519,1,Tech Enthusiasts,2021-03-20
175694,NexGen Systems,Search,Women 35-44,30 days,Website,0.07,"$12,703.00",4.9,New York,French,339,9716,3,Outdoor Adventurers,2021-05-09
175725,TechCorp,Influencer,Men 25-34,30 days,Website,0.13,"$5,852.00",5.86,Houston,French,277,4673,6,Fashionistas,2021-06-09
175743,DataTech Solutions,Display,All Ages,15 days,Facebook,0.13,"$14,203.00",2.84,Miami,Mandarin,369,5880,8,Health & Wellness,2021-06-27
175770,Innovate Industries,Email,Women 25-34,60 days,Email,0.05,"$9,713.00",4.93,New York,German,912,5562,4,Outdoor Adventurers,2021-07-24
175865,Alpha Innovations,Search,All Ages,15 days,Google Ads,0.03,"$14,957.00",7.85,Los Angeles,Mandarin,468,2121,3,Tech Enthusiasts,2021-10-27
175914,DataTech Solutions,Social Media,Women 25-34,30 days,YouTube,0.11,"$19,712.00",2.0,New York,English,597,8536,2,Health & Wellness,2021-12-15
175957,Innovate Industries,Social Media,All Ages,45 days,YouTube,0.14,"$5,961.00",5.58,Miami,Mandarin,618,9694,5,Tech Enthusiasts,2021-01-27
176034,Innovate Industries,Social Media,Men 18-24,60 days,Google Ads,0.05,"$14,385.00",5.57,New York,Mandarin,178,4302,4,Outdoor Adventurers,2021-04-14
176080,Alpha Innovations,Email,Women 25-34,30 days,Instagram,0.04,"$14,403.00",2.78,Houston,English,989,3628,3,Health & Wellness,2021-05-30
176094,Alpha Innovations,Email,Men 25-34,30 days,Google Ads,0.04,"$14,825.00",7.73,Chicago,Spanish,650,7681,1,Health & Wellness,2021-06-13
176139,DataTech Solutions,Display,All Ages,30 days,YouTube,0.03,"$15,816.00",5.45,Chicago,English,289,4237,10,Outdoor Adventurers,2021-07-28
176179,Innovate Industries,Social Media,Men 18-24,15 days,Facebook,0.12,"$11,389.00",4.26,Chicago,Spanish,239,9347,2,Foodies,2021-09-06
176220,Alpha Innovations,Email,Women 35-44,15 days,Google Ads,0.05,"$19,949.00",3.91,Los Angeles,Mandarin,837,1695,5,Foodies,2021-10-17
176297,TechCorp,Email,Men 18-24,45 days,Instagram,0.15,"$12,798.00",2.03,New York,French,188,2296,8,Health & Wellness,2021-01-02
176334,TechCorp,Social Media,Women 35-44,15 days,Instagram,0.04,"$17,702.00",3.43,Chicago,English,165,3278,8,Foodies,2021-02-08
176341,Innovate Industries,Social Media,All Ages,30 days,Email,0.03,"$6,106.00",6.68,Chicago,Spanish,596,2727,9,Tech Enthusiasts,2021-02-15
176351,Alpha Innovations,Social Media,Women 25-34,60 days,Google Ads,0.06,"$12,747.00",5.13,Chicago,Mandarin,611,3116,6,Outdoor Adventurers,2021-02-25
176419,NexGen Systems,Social Media,Women 35-44,60 days,Google Ads,0.02,"$14,221.00",7.7,Miami,English,935,9389,8,Health & Wellness,2021-05-04
176440,TechCorp,Influencer,Women 25-34,60 days,Email,0.12,"$18,214.00",5.96,Houston,Mandarin,943,3843,4,Health & Wellness,2021-05-25
176464,NexGen Systems,Display,Women 25-34,30 days,Email,0.14,"$15,606.00",5.64,Chicago,Mandarin,877,4191,8,Health & Wellness,2021-06-18
176592,Innovate Industries,Display,Women 25-34,60 days,YouTube,0.1,"$6,974.00",7.15,Houston,English,694,4529,4,Tech Enthusiasts,2021-10-24
176633,Innovate Industries,Email,All Ages,45 days,Google Ads,0.13,"$10,847.00",3.77,Chicago,German,379,1389,7,Foodies,2021-12-04
176671,TechCorp,Display,Men 18-24,60 days,Instagram,0.09,"$6,599.00",3.35,Miami,German,408,5235,9,Foodies,2021-01-11
176692,TechCorp,Display,Women 25-34,30 days,Facebook,0.1,"$14,573.00",6.14,Chicago,French,887,3366,9,Foodies,2021-02-01
176736,Innovate Industries,Display,Women 25-34,15 days,Instagram,0.04,"$19,067.00",4.91,Houston,Mandarin,124,7674,1,Outdoor Adventurers,2021-03-17
176758,TechCorp,Search,Women 35-44,30 days,Facebook,0.08,"$17,999.00",2.44,Houston,German,922,7523,10,Fashionistas,2021-04-08
176814,Alpha Innovations,Search,Women 25-34,15 days,YouTube,0.05,"$19,741.00",6.36,Miami,English,730,5940,3,Health & Wellness,2021-06-03
176829,TechCorp,Influencer,Men 25-34,30 days,Website,0.09,"$16,102.00",3.67,Miami,Mandarin,189,5985,1,Fashionistas,2021-06-18
176836,NexGen Systems,Search,Women 35-44,45 days,Email,0.05,"$10,725.00",7.2,Chicago,German,766,8184,4,Tech Enthusiasts,2021-06-25
176859,Innovate Industries,Display,Men 25-34,60 days,Facebook,0.09,"$9,417.00",7.69,New York,Spanish,398,2047,6,Fashionistas,2021-07-18
176907,Alpha Innovations,Social Media,Women 25-34,45 days,YouTube,0.08,"$18,517.00",5.17,Chicago,English,494,3928,9,Tech Enthusiasts,2021-09-04
177007,NexGen Systems,Influencer,Women 25-34,30 days,Website,0.13,"$5,916.00",6.01,Chicago,French,744,4774,10,Foodies,2021-12-13
177029,DataTech Solutions,Display,Women 35-44,30 days,Website,0.08,"$11,424.00",7.34,Houston,Spanish,702,5628,10,Tech Enthusiasts,2021-01-04
177063,DataTech Solutions,Search,Men 25-34,60 days,YouTube,0.14,"$10,198.00",2.81,New York,French,649,7495,9,Foodies,2021-02-07
177150,NexGen Systems,Social Media,Men 18-24,30 days,Email,0.13,"$14,795.00",3.01,Houston,French,159,1685,10,Health & Wellness,2021-05-05
177193,TechCorp,Influencer,All Ages,30 days,Instagram,0.06,"$17,939.00",7.91,Los Angeles,Spanish,371,7180,4,Tech Enthusiasts,2021-06-17
177243,Alpha Innovations,Display,Men 25-34,30 days,Email,0.02,"$9,991.00",2.57,Miami,Spanish,182,8425,1,Tech Enthusiasts,2021-08-06
177267,Alpha Innovations,Display,Women 25-34,30 days,Email,0.08,"$8,640.00",4.55,Houston,Spanish,495,5491,1,Fashionistas,2021-08-30
177326,Alpha Innovations,Social Media,Women 25-34,60 days,YouTube,0.09,"$18,187.00",2.46,New York,English,436,3687,10,Health & Wellness,2021-10-28
177339,Innovate Industries,Display,Women 25-34,60 days,Instagram,0.11,"$18,159.00",5.01,New York,English,770,5839,7,Foodies,2021-11-10
177400,DataTech Solutions,Social Media,Men 18-24,30 days,Google Ads,0.01,"$11,058.00",5.93,Miami,German,155,2822,6,Foodies,2021-01-10
177494,TechCorp,Search,Men 25-34,15 days,Website,0.1,"$13,371.00",6.98,Los Angeles,English,356,3373,4,Tech Enthusiasts,2021-04-14
177503,TechCorp,Social Media,Women 35-44,15 days,Facebook,0.12,"$9,122.00",2.11,Chicago,English,461,5158,9,Foodies,2021-04-23
177513,Alpha Innovations,Display,Women 25-34,60 days,Website,0.12,"$17,040.00",2.16,Los Angeles,Spanish,986,8808,7,Foodies,2021-05-03
177566,TechCorp,Display,Men 18-24,15 days,Facebook,0.1,"$17,699.00",6.47,Los Angeles,English,852,4983,6,Tech Enthusiasts,2021-06-25
177602,NexGen Systems,Influencer,Men 25-34,45 days,Website,0.04,"$16,093.00",5.58,Los Angeles,French,445,2562,5,Outdoor Adventurers,2021-07-31
177803,Innovate Industries,Email,Women 25-34,60 days,Facebook,0.05,"$5,622.00",2.15,New York,Spanish,896,3241,8,Tech Enthusiasts,2021-02-17
177808,NexGen Systems,Email,All Ages,60 days,Google Ads,0.11,"$12,938.00",6.89,Chicago,French,758,4785,7,Health & Wellness,2021-02-22
177874,Innovate Industries,Search,All Ages,30 days,Instagram,0.12,"$5,575.00",5.09,Los Angeles,French,855,7204,10,Foodies,2021-04-29
177941,NexGen Systems,Social Media,Women 25-34,45 days,Instagram,0.03,"$10,601.00",7.52,Chicago,German,573,7232,4,Fashionistas,2021-07-05
178024,Alpha Innovations,Social Media,All Ages,30 days,YouTube,0.12,"$7,564.00",6.1,Los Angeles,English,246,9079,2,Foodies,2021-09-26
178050,Alpha Innovations,Social Media,All Ages,60 days,Instagram,0.03,"$8,432.00",2.74,Chicago,English,301,5020,2,Fashionistas,2021-10-22
178079,TechCorp,Influencer,Men 25-34,15 days,Instagram,0.09,"$10,083.00",3.19,Chicago,English,107,4157,5,Fashionistas,2021-11-20
178116,Innovate Industries,Social Media,Men 18-24,60 days,Google Ads,0.1,"$17,352.00",5.85,New York,German,157,3864,4,Outdoor Adventurers,2021-12-27
178140,DataTech Solutions,Display,Women 25-34,60 days,Google Ads,0.11,"$5,102.00",6.68,Miami,English,494,4090,10,Foodies,2021-01-20
178200,TechCorp,Display,Women 35-44,15 days,Facebook,0.06,"$13,010.00",6.6,Houston,French,339,1388,3,Foodies,2021-03-21
178217,NexGen Systems,Social Media,Men 25-34,60 days,YouTube,0.07,"$8,743.00",4.42,New York,French,741,7008,10,Outdoor Adventurers,2021-04-07
178231,Alpha Innovations,Social Media,Men 25-34,15 days,Website,0.05,"$7,553.00",2.06,Houston,Spanish,368,9252,9,Health & Wellness,2021-04-21
178248,TechCorp,Display,Men 18-24,45 days,Facebook,0.05,"$11,318.00",6.78,New York,German,428,4274,8,Tech Enthusiasts,2021-05-08
178319,NexGen Systems,Influencer,Men 18-24,30 days,Google Ads,0.14,"$12,293.00",2.83,Chicago,English,939,1618,2,Health & Wellness,2021-07-18
178376,Innovate Industries,Display,Men 18-24,30 days,Email,0.01,"$18,247.00",7.23,Houston,French,714,1460,2,Foodies,2021-09-13
178411,NexGen Systems,Email,Women 35-44,45 days,YouTube,0.14,"$11,632.00",6.25,Los Angeles,French,821,2701,6,Fashionistas,2021-10-18
178427,Innovate Industries,Search,Men 18-24,45 days,Google Ads,0.13,"$10,913.00",3.95,Miami,Mandarin,727,5126,1,Fashionistas,2021-11-03
178434,DataTech Solutions,Influencer,Men 25-34,60 days,Instagram,0.12,"$5,290.00",6.44,Chicago,French,277,2166,9,Health & Wellness,2021-11-10
178443,Innovate Industries,Display,Women 35-44,60 days,Website,0.06,"$11,588.00",5.95,Los Angeles,French,668,2199,8,Fashionistas,2021-11-19
178490,NexGen Systems,Search,Women 25-34,30 days,Facebook,0.02,"$8,563.00",6.81,New York,German,455,6232,5,Foodies,2021-01-05
178505,Alpha Innovations,Influencer,Men 18-24,45 days,Email,0.05,"$9,317.00",7.61,Chicago,Mandarin,421,5276,6,Outdoor Adventurers,2021-01-20
178521,NexGen Systems,Social Media,Men 18-24,30 days,Facebook,0.11,"$19,389.00",7.48,Los Angeles,French,828,6978,5,Health & Wellness,2021-02-05
178532,TechCorp,Social Media,All Ages,45 days,Google Ads,0.07,"$16,076.00",5.03,Houston,Mandarin,458,2198,7,Health & Wellness,2021-02-16
178541,NexGen Systems,Email,All Ages,60 days,YouTube,0.09,"$9,559.00",4.47,Chicago,Mandarin,119,5316,10,Foodies,2021-02-25
178546,TechCorp,Display,Men 25-34,60 days,YouTube,0.04,"$16,704.00",5.68,Chicago,Mandarin,138,6652,1,Tech Enthusiasts,2021-03-02
178595,DataTech Solutions,Email,All Ages,15 days,Google Ads,0.02,"$9,604.00",4.54,Houston,Spanish,153,8049,10,Fashionistas,2021-04-20
178621,Innovate Industries,Social Media,Men 18-24,30 days,Google Ads,0.13,"$8,790.00",7.87,New York,English,962,5948,10,Foodies,2021-05-16
178639,Innovate Industries,Display,All Ages,15 days,Facebook,0.09,"$12,705.00",3.77,Chicago,English,161,9092,6,Outdoor Adventurers,2021-06-03
178648,NexGen Systems,Search,Women 25-34,45 days,Facebook,0.03,"$18,693.00",2.95,Chicago,French,943,5708,10,Health & Wellness,2021-06-12
178683,NexGen Systems,Social Media,Women 35-44,15 days,Email,0.03,"$5,898.00",7.73,Houston,Spanish,656,7700,2,Foodies,2021-07-17
178689,Innovate Industries,Display,Women 25-34,30 days,Website,0.14,"$11,485.00",6.64,Chicago,French,510,8949,9,Outdoor Adventurers,2021-07-23
178701,NexGen Systems,Influencer,Men 18-24,15 days,YouTube,0.11,"$16,310.00",3.99,Chicago,French,725,8268,3,Foodies,2021-08-04
178728,Alpha Innovations,Search,All Ages,15 days,Facebook,0.06,"$14,223.00",2.8,Houston,English,363,8493,1,Foodies,2021-08-31
178734,Innovate Industries,Social Media,Women 25-34,30 days,YouTube,0.1,"$12,357.00",7.54,Miami,English,446,4647,6,Outdoor Adventurers,2021-09-06
178750,Innovate Industries,Display,Men 25-34,60 days,YouTube,0.07,"$12,657.00",6.62,Los Angeles,Mandarin,551,7274,1,Foodies,2021-09-22
178793,Alpha Innovations,Search,Men 18-24,60 days,Email,0.03,"$11,969.00",6.79,Houston,Mandarin,527,4391,1,Foodies,2021-11-04
178798,TechCorp,Social Media,Men 25-34,30 days,Instagram,0.03,"$10,904.00",3.02,New York,French,253,4695,3,Fashionistas,2021-11-09
178803,TechCorp,Social Media,Men 25-34,30 days,Google Ads,0.1,"$16,849.00",3.74,Chicago,English,912,2384,6,Outdoor Adventurers,2021-11-14
178810,Innovate Industries,Display,Men 25-34,60 days,Facebook,0.03,"$6,664.00",3.4,Houston,Mandarin,587,4245,9,Outdoor Adventurers,2021-11-21
178820,TechCorp,Influencer,Women 25-34,60 days,YouTube,0.07,"$15,139.00",6.86,Miami,Spanish,831,3838,4,Health & Wellness,2021-12-01
178896,TechCorp,Display,All Ages,15 days,YouTube,0.01,"$10,697.00",5.95,Houston,Spanish,526,1828,2,Outdoor Adventurers,2021-02-15
178935,Innovate Industries,Display,Women 35-44,15 days,Google Ads,0.15,"$16,737.00",2.32,Chicago,German,849,9264,6,Outdoor Adventurers,2021-03-26
178998,Alpha Innovations,Influencer,All Ages,60 days,Facebook,0.06,"$19,648.00",7.17,Houston,French,720,2862,3,Foodies,2021-05-28
179077,TechCorp,Influencer,All Ages,15 days,Website,0.14,"$6,669.00",4.82,Chicago,Mandarin,899,5101,9,Health & Wellness,2021-08-15
179102,DataTech Solutions,Email,Men 18-24,15 days,Instagram,0.03,"$13,246.00",4.33,Houston,English,605,2624,5,Tech Enthusiasts,2021-09-09
179127,DataTech Solutions,Email,Women 25-34,60 days,Instagram,0.09,"$8,090.00",4.24,New York,Spanish,146,6571,7,Foodies,2021-10-04
179128,TechCorp,Influencer,Men 25-34,45 days,Facebook,0.04,"$17,774.00",2.95,Chicago,English,405,3064,10,Health & Wellness,2021-10-05
179166,NexGen Systems,Email,All Ages,30 days,Website,0.1,"$17,457.00",2.82,New York,Spanish,985,3299,5,Tech Enthusiasts,2021-11-12
179254,DataTech Solutions,Email,Men 25-34,60 days,YouTube,0.04,"$5,389.00",5.85,Houston,French,290,6915,8,Tech Enthusiasts,2021-02-08
179331,NexGen Systems,Search,Men 25-34,15 days,Instagram,0.02,"$14,616.00",2.13,Miami,French,410,4265,7,Foodies,2021-04-26
179343,NexGen Systems,Influencer,Women 35-44,15 days,Email,0.06,"$11,229.00",7.72,Chicago,Mandarin,539,2603,1,Health & Wellness,2021-05-08
179356,DataTech Solutions,Social Media,Women 25-34,60 days,Google Ads,0.07,"$18,638.00",7.74,Chicago,English,266,7007,2,Tech Enthusiasts,2021-05-21
179391,TechCorp,Influencer,Men 18-24,45 days,Google Ads,0.04,"$11,351.00",2.22,Los Angeles,English,900,1585,2,Outdoor Adventurers,2021-06-25
179440,DataTech Solutions,Search,Men 25-34,45 days,Email,0.07,"$8,804.00",2.25,Miami,French,344,4910,4,Fashionistas,2021-08-13
179447,Innovate Industries,Social Media,Men 25-34,30 days,Instagram,0.05,"$19,845.00",7.23,Houston,English,385,7154,5,Tech Enthusiasts,2021-08-20
179456,TechCorp,Display,Women 25-34,15 days,Website,0.06,"$14,314.00",2.73,Chicago,English,970,5790,10,Tech Enthusiasts,2021-08-29
179476,DataTech Solutions,Influencer,Men 25-34,15 days,Google Ads,0.09,"$19,172.00",3.01,Miami,English,777,2203,2,Tech Enthusiasts,2021-09-18
179484,TechCorp,Influencer,Women 25-34,45 days,YouTube,0.08,"$14,779.00",7.53,Miami,Mandarin,184,2929,2,Foodies,2021-09-26
179536,NexGen Systems,Display,Men 18-24,30 days,Email,0.05,"$6,036.00",2.27,Houston,French,129,5231,1,Fashionistas,2021-11-17
179543,Alpha Innovations,Social Media,Men 18-24,30 days,YouTube,0.06,"$8,671.00",2.19,Los Angeles,Mandarin,146,8213,3,Tech Enthusiasts,2021-11-24
179556,TechCorp,Influencer,Women 35-44,45 days,Google Ads,0.06,"$17,692.00",6.98,Los Angeles,German,986,5907,2,Health & Wellness,2021-12-07
179561,Alpha Innovations,Email,Women 35-44,45 days,Email,0.12,"$6,194.00",2.4,New York,Spanish,484,8170,9,Health & Wellness,2021-12-12
179591,Innovate Industries,Email,Men 25-34,45 days,YouTube,0.03,"$8,465.00",4.33,Houston,Mandarin,165,6916,3,Tech Enthusiasts,2021-01-11
